Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS27, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), NO (ppb), NO2 (ppb), NOx (ppb), Temperature (deg. C), Relative Humidity (%), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg)
2022-07-30 19:00:00,0.09,-0.26,0.22,0.23,0.44,16.29,91,1.99,324.6
2022-07-30 19:05:00,0.13,-0.24,0.31,0.11,0.43,16.13,92,1.47,291
2022-07-30 19:10:00,0.07,-0.22,0.12,0.09,0.21,15.93,93,1.99,274.7
2022-07-30 19:15:00,-0.01,-0.2,0.01,0.25,0.26,15.73,94,1.18,274.5
2022-07-30 19:20:00,0.13,-0.18,0.25,0.16,0.41,15.51,94,2.2,249.2
2022-07-30 19:25:00,0.14,-0.25,0.1,0.32,0.41,15.25,94,2.13,261.2
2022-07-30 19:30:00,0.1,-0.27,-0.02,0.45,0.43,15.13,96,0.54,254.7
2022-07-30 19:35:00,-0.11,-0.27,0.27,-0.06,0.21,15.09,96,1.68,230.8
2022-07-30 19:40:00,-0.11,-0.25,0.29,-0.1,0.19,15,97,0.96,213.4
2022-07-30 19:45:00,-0.09,-0.21,0.3,-0.01,0.29,15,97,1.12,182.3
2022-07-30 19:50:00,0.14,-0.15,0.35,0.1,0.44,15,97,1.29,271.9
2022-07-30 19:55:00,-0.03,-0.14,0.57,-0.18,0.39,15,97,1.62,270.6
2022-07-30 20:00:00,-0.08,-0.21,0.31,0.03,0.34,14.96,97,1.07,289
2022-07-30 20:05:00,-0.09,-0.24,0.55,-0.28,0.27,14.83,97,2.29,282.4
2022-07-30 20:10:00,-0.1,-0.24,0.42,-0.18,0.24,14.65,97,2.03,272
2022-07-30 20:15:00,-0.02,-0.25,0.31,-0.04,0.28,14.52,98,2.82,250.7
2022-07-30 20:20:00,-0.04,-0.32,0.3,0.17,0.47,14.5,98,3,214
2022-07-30 20:25:00,-0.07,-0.27,0.42,0.15,0.57,14.43,98,2.35,221.6
2022-07-30 20:30:00,0.01,-0.18,0.48,-0.07,0.42,14.39,98,2.16,227.6
2022-07-30 20:35:00,0.11,-0.12,0.44,-0.2,0.24,14.3,98,2.72,234.9
2022-07-30 20:40:00,0.18,-0.12,0.26,0.03,0.28,14.26,98,2.64,239.8
2022-07-30 20:45:00,0.03,-0.23,0.08,0.2,0.27,14.16,98,4.09,270.4
2022-07-30 20:50:00,-0.03,-0.18,0.16,0.07,0.23,14.2,98,2.68,245.7
2022-07-30 20:55:00,0.06,-0.12,0.15,0.34,0.49,14.05,98,2,213.7
2022-07-30 21:00:00,-0.05,-0.22,0.37,0.23,0.6,13.8,98,1.95,212.5
2022-07-30 21:05:00,0.01,-0.21,0.16,0.36,0.52,13.67,98,2.87,204.3
2022-07-30 21:10:00,0.05,-0.15,0.08,0.37,0.45,13.81,98,4.96,239.5
2022-07-30 21:15:00,-0.01,0,-0.07,0.22,0.15,13.99,98,5.08,245.3
2022-07-30 21:20:00,-0.1,0.04,0.01,0.14,0.15,13.99,98,4.32,238.7
2022-07-30 21:25:00,-0.04,-0.16,0.21,0,0.2,13.92,98,4.2,239.1
2022-07-30 21:30:00,0.06,-0.19,0.53,-0.21,0.32,13.81,98,3.36,230.5
2022-07-30 21:35:00,0.03,-0.2,0.57,-0.11,0.46,13.49,98,2.2,231.5
2022-07-30 21:40:00,-0.1,-0.19,0.43,-0.33,0.1,13.25,98,1.05,258.6
2022-07-30 21:45:00,0.01,-0.18,0.23,-0.27,-0.04,13.1,98,0.63,253.7
2022-07-30 21:50:00,0.01,-0.19,0.02,-0.04,-0.02,13.07,98,1.81,247.7
2022-07-30 21:55:00,0.03,-0.23,0.14,-0.04,0.1,12.93,98,1.7,227.3
2022-07-30 22:00:00,0.08,-0.21,0.27,-0.15,0.12,12.79,98,0.97,179
2022-07-30 22:05:00,0.15,-0.28,0.3,-0.19,0.12,12.71,98,2.02,127.1
2022-07-30 22:10:00,0.1,-0.14,0.29,-0.14,0.15,12.58,98,2.62,220
2022-07-30 22:15:00,0.01,-0.2,0.36,-0.06,0.3,13.04,99,4.4,239.2
2022-07-30 22:20:00,0.02,-0.16,0.6,-0.12,0.48,13.12,99,4.41,235.5
2022-07-30 22:25:00,0.13,-0.18,0.51,-0.25,0.25,13.08,99,4.27,221.9
2022-07-30 22:30:00,0.03,-0.3,0.4,-0.41,-0.01,12.96,99,4.3,225.7
2022-07-30 22:35:00,0.13,-0.26,0.14,0,0.14,12.86,99,4.6,236.7
2022-07-30 22:40:00,0.08,-0.25,-0.1,0.04,-0.06,13.03,99,4.75,244.1
2022-07-30 22:45:00,0.04,-0.16,-0.2,0.08,-0.11,13.06,99,5.32,243.2
2022-07-30 22:50:00,-0.09,-0.21,-0.16,-0.03,-0.19,13.02,99,5.53,230.7
2022-07-30 22:55:00,0.01,-0.18,-0.13,0.02,-0.11,12.92,99,4.36,231.4
2022-07-30 23:00:00,-0.04,-0.11,-0.2,0.11,-0.09,12.8,99,4.3,239.6
2022-07-30 23:05:00,0.04,-0.18,-0.1,-0.06,-0.15,12.63,99,2.52,278
2022-07-30 23:10:00,0.07,-0.19,-0.06,0.21,0.16,12.52,99,1.88,258.4
2022-07-30 23:15:00,0.05,-0.14,-0.06,-0.07,-0.13,12.67,99,3.82,245.2
2022-07-30 23:20:00,-0.04,-0.18,-0.05,-0.06,-0.11,12.73,99,4.53,245.9
2022-07-30 23:25:00,0,-0.23,0.03,0.04,0.07,12.8,100,4.26,251.3
2022-07-30 23:30:00,0.15,-0.2,-0.05,-0.01,-0.06,12.8,100,4.24,247.6
2022-07-30 23:35:00,-0.11,-0.15,0.02,0.03,0.05,12.79,100,4.49,244.5
2022-07-30 23:40:00,-0.09,-0.15,-0.32,0.06,-0.26,12.65,100,4.38,236
2022-07-30 23:45:00,0.2,-0.23,-0.23,-0.03,-0.26,12.6,100,3.97,242.9
2022-07-30 23:50:00,0.01,-0.3,-0.24,0.03,-0.2,12.58,100,4.73,243.6
2022-07-30 23:55:00,-0.05,-0.34,-0.03,-0.11,-0.14,12.48,100,4.28,241.8
2022-07-31 00:00:00,0.05,-0.19,0.08,0.04,0.11,12.41,100,4.5,236.2
2022-07-31 00:05:00,0.01,-0.21,0.06,0.31,0.37,12.47,100,4.35,246.6
2022-07-31 00:10:00,-0.1,-0.29,0.15,0.01,0.16,12.4,100,4.1,246.7
2022-07-31 00:15:00,-0.02,-0.31,0.06,0.08,0.14,12.4,100,4.86,248.2
2022-07-31 00:20:00,-0.01,-0.29,0.07,0.16,0.24,12.29,100,3.4,261.1
2022-07-31 00:25:00,0.04,-0.27,-0.01,0.14,0.14,12.07,100,5.11,250
2022-07-31 00:30:00,0.14,-0.23,0.03,-0.13,-0.1,12.05,100,6.21,248.2
2022-07-31 00:35:00,0.04,-0.12,0.11,-0.2,-0.1,12.04,100,5.05,254
2022-07-31 00:40:00,0.02,-0.21,0.13,0.12,0.25,11.96,100,5.35,249.4
2022-07-31 00:45:00,-0.12,-0.22,0.03,0.1,0.13,11.89,100,4.72,253.8
2022-07-31 00:50:00,0,-0.24,-0.22,0.03,-0.19,11.9,100,5.66,250.2
2022-07-31 00:55:00,-0.11,-0.18,-0.34,-0.07,-0.41,11.81,100,5.26,247.8
2022-07-31 01:00:00,0.05,-0.18,-0.42,0.15,-0.27,11.77,100,4.43,245.6
2022-07-31 01:05:00,-0.08,-0.15,Z/S,Z/S,Z/S,11.72,100,4.34,241.2
2022-07-31 01:10:00,-0.11,-0.07,Z/S,Z/S,Z/S,11.7,100,2.91,269.8
2022-07-31 01:15:00,-0.05,-0.14,Z/S,Z/S,Z/S,11.56,100,3.74,237.5
2022-07-31 01:20:00,-0.08,-0.12,Z/S,Z/S,Z/S,11.6,100,4.16,244
2022-07-31 01:25:00,-0.08,-0.2,Z/S,Z/S,Z/S,11.54,100,3.36,251
2022-07-31 01:30:00,0,-0.22,Z/S,Z/S,Z/S,11.58,100,3.29,247.5
2022-07-31 01:35:00,0.04,-0.23,Z/S,Z/S,Z/S,11.5,100,4.1,249.3
2022-07-31 01:40:00,0.08,-0.14,52.88,55.09,108,11.45,100,3.94,248.9
2022-07-31 01:45:00,0.03,-0.15,Z/S,Z/S,Z/S,11.43,100,4.05,251.8
2022-07-31 01:50:00,0.15,-0.18,Z/S,Z/S,Z/S,11.36,100,3.71,250.3
2022-07-31 01:55:00,-0.08,-0.2,Z/S,Z/S,Z/S,11.34,100,4.45,249.6
2022-07-31 02:00:00,0.03,-0.21,Z/S,Z/S,Z/S,11.4,100,5.02,245.1
2022-07-31 02:05:00,-0.1,-0.17,0.16,0.64,0.8,11.37,100,6,236.7
2022-07-31 02:10:00,-0.06,-0.17,0.21,0.53,0.74,11.31,100,5.6,227.9
2022-07-31 02:15:00,-0.17,-0.14,0.1,0.4,0.5,11.36,100,6.14,231.2
2022-07-31 02:20:00,-0.14,-0.25,0.11,0.32,0.43,11.33,100,5.08,226
2022-07-31 02:25:00,-0.06,-0.22,0.08,0.4,0.48,11.2,100,5.01,227.9
2022-07-31 02:30:00,-0.15,-0.18,0.01,0.29,0.31,11.16,100,5.45,237.9
2022-07-31 02:35:00,-0.03,-0.14,-0.12,0.3,0.18,11.06,100,5.73,243
2022-07-31 02:40:00,-0.12,-0.22,-0.11,0.36,0.25,11,100,6.09,241.6
2022-07-31 02:45:00,-0.03,-0.29,0.03,0.28,0.31,10.92,100,7,246.4
2022-07-31 02:50:00,-0.06,-0.21,0.16,0.28,0.44,10.9,100,6.46,240.8
2022-07-31 02:55:00,-0.02,-0.23,0.37,0.11,0.48,10.82,100,5.49,243.4
2022-07-31 03:00:00,0.05,-0.21,0.35,0.32,0.67,10.78,100,5.29,248.4
2022-07-31 03:05:00,Z/S,-0.25,0.05,0.41,0.46,10.69,100,4.91,251.9
2022-07-31 03:10:00,Z/S,-0.25,0.09,0.36,0.45,10.7,100,5.51,246
2022-07-31 03:15:00,Z/S,-0.19,0.03,-0.05,-0.02,10.7,100,4.76,248
2022-07-31 03:20:00,Z/S,-0.25,0.06,0.06,0.12,10.75,100,4.36,249
2022-07-31 03:25:00,Z/S,-0.28,-0.15,0.5,0.35,10.7,100,3.76,242.5
2022-07-31 03:30:00,Z/S,-0.23,0.11,0.36,0.47,10.7,100,5.16,254.1
2022-07-31 03:35:00,Z/S,-0.19,0.24,0.17,0.4,10.55,100,3.65,255.3
2022-07-31 03:40:00,Z/S,-0.27,0.13,0.21,0.33,10.45,100,2.11,251.6
2022-07-31 03:45:00,Z/S,-0.14,0.13,0.56,0.7,10.38,100,2.93,246.3
2022-07-31 03:50:00,Z/S,-0.26,-0.19,0.83,0.64,10.4,100,3.95,250.9
2022-07-31 03:55:00,Z/S,-0.29,-0.03,0.66,0.63,10.38,100,4.45,249.2
2022-07-31 04:00:00,Z/S,-0.23,0.25,0.48,0.73,10.3,100,4.02,254.4
2022-07-31 04:05:00,-0.41,Z/S,0.12,0.44,0.56,10.3,100,3.76,251
2022-07-31 04:10:00,-0.42,Z/S,-0.1,0.69,0.58,10.3,100,4.03,253.3
2022-07-31 04:15:00,-0.48,Z/S,-0.16,0.54,0.38,10.21,100,3.82,254.7
2022-07-31 04:20:00,-0.33,Z/S,0.07,0.06,0.13,10.18,100,3.5,250.4
2022-07-31 04:25:00,-0.39,Z/S,0.23,0.06,0.29,10.2,100,4.56,247.5
2022-07-31 04:30:00,-0.32,Z/S,0.31,0.08,0.39,10.34,100,5.09,251.4
2022-07-31 04:35:00,-0.4,Z/S,0.26,0.51,0.78,10.32,100,5.25,253.1
2022-07-31 04:40:00,-0.35,Z/S,0.26,0.39,0.65,10.28,100,5.64,247.9
2022-07-31 04:45:00,-0.22,Z/S,0.12,0.66,0.77,10.26,100,4.97,250
2022-07-31 04:50:00,-0.3,Z/S,0.01,0.54,0.55,10.2,100,4.79,249.1
2022-07-31 04:55:00,-0.28,Z/S,0.28,0.23,0.51,10.1,100,3.03,246.7
2022-07-31 05:00:00,-0.22,Z/S,0.32,0.2,0.52,10.02,100,3.14,244.2
2022-07-31 05:05:00,-0.17,0,3.03,1.18,4.21,10.1,100,3.78,250.5
2022-07-31 05:10:00,-0.19,-0.08,5.81,3.37,9.18,10.23,100,3.87,249.5
2022-07-31 05:15:00,-0.26,-0.08,1.04,1.25,2.29,10.26,100,3.62,244.6
2022-07-31 05:20:00,-0.14,-0.12,0.44,0.47,0.91,10.33,100,5.16,246.1
2022-07-31 05:25:00,-0.23,-0.24,0.54,0.39,0.92,10.44,100,5.03,240.7
2022-07-31 05:30:00,-0.31,-0.16,0.46,0.27,0.73,10.56,100,4.1,235.2
2022-07-31 05:35:00,-0.12,-0.08,0.2,0.35,0.55,10.66,100,3.84,219.3
2022-07-31 05:40:00,-0.22,-0.12,0.01,0.45,0.46,10.8,100,3.54,232.8
2022-07-31 05:45:00,-0.2,-0.15,0.39,0.43,0.82,10.92,100,3.06,225.1
2022-07-31 05:50:00,-0.2,-0.12,1.63,1.11,2.74,11,100,2.89,228.9
2022-07-31 05:55:00,-0.27,-0.14,1.33,0.82,2.15,11.18,100,2.33,232.1
2022-07-31 06:00:00,-0.21,-0.15,1.85,1.63,3.48,11.31,100,2.33,227.2
2022-07-31 06:05:00,-0.13,-0.16,1.29,1.18,2.48,11.63,100,2.9,229.7
2022-07-31 06:10:00,-0.06,-0.23,0.77,0.72,1.48,12.08,100,2.5,236.5
2022-07-31 06:15:00,-0.2,-0.14,0.48,0.34,0.83,12.23,100,2.65,231.7
2022-07-31 06:20:00,-0.06,-0.12,0.36,0.31,0.67,12.38,100,3.07,235.1
2022-07-31 06:25:00,-0.03,-0.1,0.17,0.62,0.79,12.54,100,3.04,232.3
2022-07-31 06:30:00,-0.17,-0.04,0.25,0.56,0.81,12.81,100,2.7,252.5
2022-07-31 06:35:00,-0.18,0.02,0.29,0.24,0.53,13.15,100,2.03,258.5
2022-07-31 06:40:00,-0.07,-0.01,0.38,0.09,0.47,13.28,100,2.22,258.3
2022-07-31 06:45:00,-0.2,-0.04,0.04,0.32,0.36,13.45,100,2.59,241.2
2022-07-31 06:50:00,-0.07,-0.03,0.06,0.4,0.45,13.43,99,2.91,227.7
2022-07-31 06:55:00,-0.01,-0.13,0.53,0.94,1.47,13.55,100,2.79,254.4
2022-07-31 07:00:00,-0.02,-0.12,0.5,0.86,1.37,13.52,99,3.92,234.3
2022-07-31 07:05:00,-0.09,-0.16,0.33,0.42,0.75,13.33,99,3.79,224.7
2022-07-31 07:10:00,-0.05,-0.06,0.44,0.32,0.76,13.19,99,3.69,227
2022-07-31 07:15:00,0,-0.15,0.2,0.4,0.6,13.22,99,3.56,230.8
2022-07-31 07:20:00,-0.07,-0.24,0.2,0.19,0.39,13.6,99,4.11,235.4
2022-07-31 07:25:00,-0.06,-0.13,0.11,0.35,0.46,13.8,98,3.62,240.2
2022-07-31 07:30:00,-0.14,-0.14,0.05,0.21,0.26,13.89,98,4.5,245.2
2022-07-31 07:35:00,-0.1,-0.2,0.36,0.11,0.47,13.88,98,5.72,232.6
2022-07-31 07:40:00,-0.2,-0.29,0.34,0.02,0.37,13.8,98,4.98,223.6
2022-07-31 07:45:00,-0.06,-0.29,0.42,0.44,0.86,13.9,98,5.47,241.8
2022-07-31 07:50:00,-0.18,-0.33,-0.01,0.33,0.32,14.18,98,3.55,304.4
2022-07-31 07:55:00,0.04,-0.26,-0.05,0.4,0.34,14.39,97,3.18,270.2
2022-07-31 08:00:00,0.22,-0.32,0.15,0.63,0.79,14.63,96,3.67,304
2022-07-31 08:05:00,0.23,-0.25,-0.04,0.75,0.71,14.72,94,3.5,259.2
2022-07-31 08:10:00,0.02,-0.22,0.09,0.67,0.77,14.87,93,3.58,276.4
2022-07-31 08:15:00,0.13,-0.24,0.54,1.11,1.64,14.89,92,4.85,264.9
2022-07-31 08:20:00,-0.05,-0.15,0.18,0.63,0.81,14.99,92,3.46,267.5
2022-07-31 08:25:00,0.05,-0.14,0.06,0.5,0.56,15.36,92,1.98,315.9
2022-07-31 08:30:00,0.11,-0.15,0,0.52,0.51,15.59,91,2.55,288.8
2022-07-31 08:35:00,0.07,-0.17,0.17,0.38,0.55,15.47,90,4.61,272.9
2022-07-31 08:40:00,0.18,-0.16,0.04,0.25,0.29,15.15,89,3.74,294.8
2022-07-31 08:45:00,0.07,-0.15,0.11,0.27,0.38,15.18,90,4.08,281.5
2022-07-31 08:50:00,0.21,-0.12,0.2,0.55,0.74,15.22,91,5.38,233
2022-07-31 08:55:00,0.2,-0.04,0.05,0.44,0.49,15.25,91,5.09,260.8
2022-07-31 09:00:00,0.27,-0.16,0.06,0.87,0.93,15.48,89,4.97,259.2
2022-07-31 09:05:00,0.71,-0.13,0.49,0.83,1.32,15.42,89,4.34,237.8
2022-07-31 09:10:00,1.67,-0.01,2.18,1.21,3.4,15.92,88,3.68,168.3
2022-07-31 09:15:00,1.85,-0.06,3.48,2.54,6.02,16.29,86,4.23,255.5
2022-07-31 09:20:00,1.23,-0.13,4.63,2.15,6.78,16.6,84,3.82,246.9
2022-07-31 09:25:00,0.89,-0.14,0.6,-0.1,0.5,17.09,82,2.78,4.55
2022-07-31 09:30:00,0.62,-0.13,0.13,0.47,0.59,16.76,81,4.68,26.29
2022-07-31 09:35:00,0.5,-0.24,0.23,0.45,0.68,16.8,81,3.54,41.48
2022-07-31 09:40:00,0.55,-0.25,0.5,0.35,0.85,17.03,80,4.63,82
2022-07-31 09:45:00,0.57,-0.19,0.5,0.28,0.78,17.2,77,2.81,43.24
2022-07-31 09:50:00,0.41,-0.19,0.25,0.73,0.99,17.59,76,5.11,297.5
2022-07-31 09:55:00,0.35,-0.23,0.22,0.46,0.68,17.54,77,4.02,348.2
2022-07-31 10:00:00,0.28,-0.23,0.21,0.33,0.54,17.96,76,3.79,335.4
2022-07-31 10:05:00,0.39,-0.26,0.2,0.35,0.55,17.87,75,3.47,351.8
2022-07-31 10:10:00,0.5,-0.25,0.35,0.09,0.44,18.06,75,4.43,58.36
2022-07-31 10:15:00,0.37,-0.18,0.39,0.13,0.53,17.97,74,4.57,22.94
2022-07-31 10:20:00,0.61,-0.19,0.29,0.42,0.71,17.25,80,5.32,34.49
2022-07-31 10:25:00,0.57,-0.19,0.22,0.58,0.8,16.95,80,4.6,22.78
2022-07-31 10:30:00,0.54,-0.14,-0.02,0.79,0.77,17.13,80,3.11,303.6
2022-07-31 10:35:00,0.4,-0.21,0.19,0.52,0.7,17.3,80,3.15,307.7
2022-07-31 10:40:00,0.47,-0.16,0.29,0.57,0.86,17.07,80,3.4,312.8
2022-07-31 10:45:00,0.17,-0.19,0.17,0.85,1.02,16.87,83,2.22,351.3
2022-07-31 10:50:00,0.25,-0.25,0.37,0.54,0.9,16.81,83,2.48,24.65
2022-07-31 10:55:00,0.65,-0.26,0.66,0.2,0.86,16.82,81,2.17,14.33
2022-07-31 11:00:00,0.74,-0.24,0.52,0.63,1.15,17.47,79,4,346.6
2022-07-31 11:05:00,1.06,-0.21,0.73,0.83,1.57,17.59,74,3.01,346.3
2022-07-31 11:10:00,0.9,-0.2,0.52,1.02,1.53,17.48,74,1.68,144.5
2022-07-31 11:15:00,0.84,-0.25,0.61,0.57,1.18,17.54,74,2.54,159.9
2022-07-31 11:20:00,0.88,-0.26,0.56,0.53,1.09,17.92,73,2.47,213.5
2022-07-31 11:25:00,0.4,-0.16,0.39,0.71,1.11,18.06,72,2.01,359.5
2022-07-31 11:30:00,0.34,-0.3,0.49,0.38,0.87,18.71,70,3.45,66.29
2022-07-31 11:35:00,0.36,-0.21,0.36,0.16,0.52,18.11,72,7.52,55.91
2022-07-31 11:40:00,0.31,-0.23,0.1,0.5,0.59,17.88,72,4.98,40.69
2022-07-31 11:45:00,0.09,-0.18,0.32,0.38,0.7,18.07,71,5.61,69.77
2022-07-31 11:50:00,0.22,-0.17,0.31,0.48,0.79,17.78,74,4.99,26.06
2022-07-31 11:55:00,0.1,-0.25,0.38,0.28,0.66,17.7,73,2.04,41.88
2022-07-31 12:00:00,0.15,-0.21,0.45,0.05,0.51,17.68,73,1.77,300.3
2022-07-31 12:05:00,-0.01,-0.24,0.41,0.14,0.55,17.42,77,4.37,214
2022-07-31 12:10:00,0.08,-0.26,0.37,0.13,0.49,17.41,81,3.26,224.9
2022-07-31 12:15:00,0.13,-0.25,2.1,1.16,3.26,18.17,75,3.74,226.5
2022-07-31 12:20:00,0.29,-0.13,1.15,0.99,2.14,18.93,68,5.7,208.5
2022-07-31 12:25:00,0.16,-0.15,0.14,0.28,0.42,18.56,68,5.63,196.9
2022-07-31 12:30:00,0.2,-0.18,0.22,0.26,0.48,18.04,71,5.39,195.4
2022-07-31 12:35:00,0.28,-0.28,0.08,0.21,0.29,17.75,73,2.97,190.2
2022-07-31 12:40:00,0.23,-0.21,0.08,0.38,0.45,17.55,74,4.21,261.6
2022-07-31 12:45:00,0.29,-0.16,0.03,0.35,0.37,17.38,77,3.66,355.3
2022-07-31 12:50:00,0.22,-0.17,0.03,0.39,0.42,17.62,74,2.07,322.3
2022-07-31 12:55:00,0.23,-0.14,0.22,0.37,0.59,18.5,70,2.89,288.4
2022-07-31 13:00:00,0.2,-0.15,0.15,0.37,0.53,19.22,64,6.17,50.68
2022-07-31 13:05:00,0.28,-0.15,0.15,0.63,0.78,19.16,63,3.65,173.9
2022-07-31 13:10:00,0.32,-0.11,0.09,0.55,0.64,19.18,63,4.56,139.6
2022-07-31 13:15:00,0.57,-0.14,0.27,0.23,0.5,19.35,62,4.65,200.3
2022-07-31 13:20:00,0.46,-0.14,0.19,0.33,0.51,19.65,59,3.87,227.3
2022-07-31 13:25:00,0.28,-0.15,-0.01,0.56,0.56,19.85,59,4.19,92.7
2022-07-31 13:30:00,0.39,-0.1,0.16,0.61,0.77,19.98,60,5.91,78.04
2022-07-31 13:35:00,0.32,-0.24,0.23,0.39,0.62,19.85,61,6.42,39.32
2022-07-31 13:40:00,0.38,-0.18,0.11,0.33,0.44,19.31,61,5.31,37.22
2022-07-31 13:45:00,0.11,-0.14,0.07,0.26,0.33,19.06,62,4.66,39.23
2022-07-31 13:50:00,0.35,-0.21,-0.15,0.29,0.14,19.35,59,4.98,51.28
2022-07-31 13:55:00,0.32,-0.2,-0.01,0.34,0.33,19.8,58,4.81,326.6
2022-07-31 14:00:00,0.2,-0.19,0.1,0.32,0.42,20.47,54,5.23,327.6
2022-07-31 14:05:00,0.17,-0.16,0.06,0.63,0.69,20.76,54,6.47,271.6
2022-07-31 14:10:00,0.27,-0.15,0.15,0.55,0.69,20.72,52,4.24,278.4
2022-07-31 14:15:00,0.06,-0.13,0.29,0.39,0.68,21.02,52,5.48,302.5
2022-07-31 14:20:00,0.14,-0.22,0.49,0.25,0.73,21.21,49,5.91,96.1
2022-07-31 14:25:00,0.2,-0.24,0.69,0.22,0.92,21.19,50,8.46,32.32
2022-07-31 14:30:00,0.02,-0.2,0.41,0.11,0.52,20.44,53,5.12,57.83
2022-07-31 14:35:00,0.04,-0.17,0.31,0.25,0.56,20.02,55,4.83,22.43
2022-07-31 14:40:00,-0.12,-0.21,0.21,0.24,0.45,19.65,57,3.88,28.72
2022-07-31 14:45:00,0.17,-0.19,0.02,0.14,0.15,19.82,58,3.27,278.4
2022-07-31 14:50:00,0.01,-0.23,0.1,0.33,0.43,20.48,52,3.87,293.2
2022-07-31 14:55:00,0.16,-0.2,0.05,0.35,0.4,20.57,51,3.16,159.4
2022-07-31 15:00:00,0.28,-0.26,-0.07,0.47,0.4,21.01,52,5.77,59.11
2022-07-31 15:05:00,0.22,-0.14,0.2,0.33,0.52,21.06,50,7.73,39.8
2022-07-31 15:10:00,0.36,-0.08,0.3,0.36,0.67,21.19,48,5.55,330.2
2022-07-31 15:15:00,0.38,-0.16,0.38,0.37,0.75,21.41,49,5,45.24
2022-07-31 15:20:00,0.21,-0.22,0.17,0.45,0.62,21.57,48,6.26,35.93
2022-07-31 15:25:00,0.29,-0.16,-0.24,0.37,0.13,21.71,47,4.99,13.82
2022-07-31 15:30:00,-0.02,-0.24,-0.19,0.3,0.11,22.04,45,6.11,16.94
2022-07-31 15:35:00,0.01,-0.13,-0.02,0.38,0.36,21.8,46,3.47,299.9
2022-07-31 15:40:00,0.17,-0.22,-0.14,0.44,0.29,22.36,46,4.29,275.3
2022-07-31 15:45:00,0.15,-0.23,-0.03,0.37,0.34,22.1,46,7.24,50.94
2022-07-31 15:50:00,0.28,-0.02,-0.23,0.36,0.13,21.82,47,6.25,45.83
2022-07-31 15:55:00,0.14,-0.08,0.11,0.4,0.52,22.5,46,4.94,304.2
2022-07-31 16:00:00,0.28,-0.15,0.49,0.34,0.84,22.08,46,6.3,4.08
2022-07-31 16:05:00,1.01,-0.2,0.07,0.24,0.31,21.55,49,7.43,29.11
2022-07-31 16:10:00,2.57,-0.16,0.14,1.32,1.46,20.51,51,6.97,50.82
2022-07-31 16:15:00,1.54,-0.15,0.09,1.41,1.49,20.02,54,4.95,39.43
2022-07-31 16:20:00,0.75,-0.15,-0.01,0.82,0.81,19.78,55,5.04,35.56
2022-07-31 16:25:00,0.27,-0.2,0.28,0.44,0.72,19.66,56,5.28,20.68
2022-07-31 16:30:00,0.28,-0.14,0.36,0.09,0.45,19.95,55,6.04,42.69
2022-07-31 16:35:00,-0.02,-0.16,0.14,0.08,0.22,20.22,54,3.21,41.74
2022-07-31 16:40:00,0.03,-0.19,0.11,0.24,0.36,20.46,55,2.88,59.47
2022-07-31 16:45:00,0.04,-0.21,0.18,0.42,0.6,20.48,55,3.8,59.3
2022-07-31 16:50:00,0.34,-0.16,0.37,0.55,0.92,20.3,53,4.44,70.29
2022-07-31 16:55:00,0.28,-0.25,0.36,0.33,0.68,20.25,53,7.1,46.54
2022-07-31 17:00:00,0.12,-0.24,0.06,0.43,0.49,20.05,54,4.88,42.39
2022-07-31 17:05:00,0.07,-0.25,-0.1,0.24,0.14,20.03,55,4.26,8.97
2022-07-31 17:10:00,0.24,-0.21,0.04,0.25,0.29,20,54,3.7,47.91
2022-07-31 17:15:00,0.11,-0.21,0.37,0.25,0.62,20,58,3.46,63.79
2022-07-31 17:20:00,0.05,-0.17,0.51,0.28,0.78,19.99,57,5.5,53.71
2022-07-31 17:25:00,0.05,-0.2,0.31,0.35,0.66,20.58,54,4.48,40.99
2022-07-31 17:30:00,-0.15,-0.16,0.31,0.35,0.65,21.13,53,5.82,42.02
2022-07-31 17:35:00,-0.01,-0.2,0.36,0.21,0.56,21.14,51,4.44,37.53
2022-07-31 17:40:00,0.02,-0.24,0.52,0.03,0.55,21.35,50,5.66,21.92
2022-07-31 17:45:00,0.03,-0.18,0.57,-0.17,0.4,21.05,50,4.72,14.75
2022-07-31 17:50:00,0.05,-0.22,-0.09,0.14,0.05,21.3,49,5.76,27.76
2022-07-31 17:55:00,0.04,-0.18,-0.36,0.39,0.03,21.09,49,4.89,34.07
2022-07-31 18:00:00,0,-0.22,-0.39,0.32,-0.07,20.62,51,4.1,24.47
2022-07-31 18:05:00,0.01,-0.16,-0.3,0.27,-0.03,20.87,55,2.38,1.28
2022-07-31 18:10:00,0.12,-0.2,-0.05,0.52,0.46,21.31,50,3.37,31.54
2022-07-31 18:15:00,0.12,-0.22,0.25,0.44,0.69,21.74,49,2.5,35.27
2022-07-31 18:20:00,0.02,-0.19,0.25,0.32,0.57,21.61,49,6.8,28.38
2022-07-31 18:25:00,0.76,-0.17,0.34,0.39,0.73,20.17,51,8.66,47.87
2022-07-31 18:30:00,0.32,-0.08,0.51,0.66,1.17,19.42,53,7.33,59.4
2022-07-31 18:35:00,0.03,-0.2,0.53,0.37,0.9,18.98,55,6.77,71.65
